productId,itemId,description,department,deptDescription,categorySubCode,categorySubDescription,category,manufacturer,subSegmentDescription,subSegmentId,segmentDescription,segmentId,subCategoryDescription,subCategoryId,majorDepartmentDescription,majorDepartmentId,container,size,uom,active,privateLabelFlag,consumption,package,flavor,brand,brandType,height,width,depth,shapeId,family,trademark,country,color,alternateHeight,alternateWeight,alternateDepth,containerDescription,distributor,industryType,dateCreatedBQ
"","1996223533","Fannin Hiawassee Golden Ale 6 Pack 12 Ounce Bottle","","","04-06-00","Microbrews/Craft","Beer","Micro Breweries","Craft","","Craft/Import","","","","","","6.0","12.0","OZ","","","","","","Fannin Hiawassee Golden Ale","","","","","","","","","","","","","","","","1517236534000"
"","1996223563","Fannin Toccoa Brown Ale 6 Pack 12 Ounce Bottle","","","04-06-00","Microbrews/Craft","Beer","Micro Breweries","Craft","","Craft/Import","","","","","","6.0","12.0","OZ","","","","","","Fannin Toccoa Brown Ale","","","","","","","","","","","","","","","","1517236534000"
"","1998800250","Black Oak Merlot 1 Pack 750 Milliliter Bottle","","","05-00-00","Wine","Wine","Wine Products","Other","","Other","","","","","","1.0","750.0","ML","","","","","","Black Oak Merlot","","","","","","","","","","","","","","","","1517236534000"
"","1998800251","Black Oak White Zinfandel 1 Pack 750 Milliliter Bottle","","","05-00-00","Wine","Wine","Wine Products","Other","","Other","","","","","","1.0","750.0","ML","","","","","","Black Oak White Zinfandel","","","","","","","","","","","","","","","","1517236534000"
"","1998800254","Black Oak Chardonnay 1 Pack 750 Milliliter Bottle","","","05-00-00","Wine","Wine","Wine Products","Other","","Other","","","","","","1.0","750.0","ML","","","","","","Black Oak Chardonnay","","","","","","","","","","","","","","","","1517236534000"
"","1998800930","Chateau Diana Chardonnay 1 Pack 750 Milliliter Bottle","","","05-00-00","Wine","Wine","Wine Products","Other","","Other","","","","","","1.0","750.0","ML","","","","","","Chateau Diana Chardonnay","","","","","","","","","","","","","","","","1517236534000"
"","1998800960","Chateau Diana White ZInfandel 1 Pack 750 Milliliter Bottle","","","05-00-00","Wine","Wine","Wine Products","Other","","Other","","","","","","1.0","750.0","ML","","","","","","Chateau Diana White ZInfandel","","","","","","","","","","","","","","","","1517236534000"
"","1998830030","Zombie Zin Zinfandel 1 Pack 750 Milliliter Bottle","","","05-00-00","Wine","Wine","Wine Products","Other","","Other","","","","","","1.0","750.0","ML","","","","","","Zombie Zin Zinfandel","","","","","","","","","","","","","","","","1517236534000"
"","1998850200","Chateau Diana Sprklng Moscato 1 Pack 750 Milliliter Bottle","","","05-00-00","Wine","Wine","Wine Products","Other","","Other","","","","","","1.0","750.0","ML","","","","","","Chateau Diana Sprklng Moscato","","","","","","","","","","","","","","","","1514817334000"
"","1998870110","Pleasure Party Pink Moscato 1 Pack 750 Milliliter Bottle","","","05-00-00","Wine","Wine","Wine Products","Other","","Other","","","","","","1.0","750.0","ML","","","","","","Pleasure Party Pink Moscato","","","","","","","","","","","","","","","","1519914934000"
"","2040000002","Misty 100's Rose Box 1 Pack","","","02-01-00","Premium","Cigarettes","Reynolds American","","","","","","","","","1.0","","PACK","","","","","","Misty","","","","","","","","","","","","","","","","1519914934000"
"","2040000003","Misty Menthol 100's Silver Box 1 Pack","","","02-01-00","Premium","Cigarettes","Reynolds American","","","","","","","","","1.0","","PACK","","","","","","Misty","","","","","","","","","","","","","","","","1517907430000"
