retailerId,siqId
1520,SIQ010101000001
1540,SIQ010301000001
1600,SIQ010101000001
1560,SIQ010401000001
1545,SIQ010201000001
8005,SIQ290302000001
1500,SIQ270100000001
1580,SIQ010301000001
1550,SIQ010101000001
13510,SIQ310100000001
8104,SIQ290302000005
8205,SIQ290302000002
8215,SIQ290702000009
15001,SIQ270100000001
8173,SIQ290302000005
8103,SIQ290302000005
8153,SIQ290302000005
1561,SIQ010401000001
6010,SIQ290902000001
6005,SIQ290902000007
1610,SIQ010301000001
1513,SIQ270100000001
8105,SIQ290302000005
8163,SIQ290302000005
13015,SIQ300100000003
1565,SIQ010401000001
8211,SIQ290302000005
13010,SIQ300100000001
15002,SIQ270100000001
8113,SIQ290302000005
13515,SIQ310100000002
1001,SIQ010401000001
13020,SIQ300100000001
13016,SIQ300100000002
13517,SIQ310100000003
8107,SIQ290302000005
8102,SIQ290302000005
8143,SIQ290302000005
8193,SIQ290302000005
6015,SIQ290902000002
9843765344,SIQ270100000001
64914800098,SIQ270100000001
1512,SIQ270100000001
1593692515,SIQ270100000001
65344314967,SIQ270100000001
64914800935,SIQ270100000001
1593685814,SIQ270100000001
65344314955,SIQ270100000001
65344314986,SIQ270100000001
1593695416,SIQ270100000001
64914800078,SIQ270100000001
1593692415,SIQ270100000001
64914800020,SIQ270100000001
1593684314,SIQ270100000001
64914800021,SIQ270100000001
1593689314,SIQ270100000001
65344316178,SIQ270100000001
1593681013,SIQ270100000001
1593632717,SIQ270100000001
1593689214,SIQ270100000001
1593694116,SIQ270100000001
1593680513,SIQ270100000001
64914800149,SIQ270100000001
65344316138,SIQ270100000001
1593684214,SIQ270100000001
1593695316,SIQ270100000001
1593695516,SIQ270100000001
64914800111,SIQ270100000001
64914800054,SIQ270100000001
64914800118,SIQ270100000001
64914800007,SIQ270100000001
65344316184,SIQ270100000001
64914800144,SIQ270100000001
64914800009,SIQ270100000001
65344315110,SIQ270100000001
1593685014,SIQ270100000001
64914800890,SIQ270100000001
1593689414,SIQ270100000001
64914800092,SIQ270100000001
64914800071,SIQ270100000001
64914800137,SIQ270100000001
64914800045,SIQ270100000001
65344316161,SIQ270100000001
65344317193,SIQ270100000001
65344314954,SIQ270100000001
1593687714,SIQ270100000001
64914800064,SIQ270100000001
78222302090,SIQ270100000001
64914800163,SIQ270100000001
1510,SIQ270100000001
64914800023,SIQ270100000001
64914800167,SIQ270100000001
64914800069,SIQ270100000001
1593693115,SIQ270100000001
76288500578,SIQ270100000001
64914800018,SIQ270100000001
1593690615,SIQ270100000001
64914800061,SIQ270100000001
1593630216,SIQ270100000001
64914800101,SIQ270100000001
64914800046,SIQ270100000001
64914800927,SIQ270100000001
64914800122,SIQ270100000001
64914800156,SIQ270100000001
64914800063,SIQ270100000001
1593677312,SIQ270100000001
64914800008,SIQ270100000001
64914800146,SIQ270100000001
65344316150,SIQ270100000001
64914800155,SIQ270100000001
64914800048,SIQ270100000001
1593633717,SIQ270100000001
64914800097,SIQ270100000001
1593680412,SIQ270100000001
64914800032,SIQ270100000001
65344316182,SIQ270100000001
64914800141,SIQ270100000001
64914800093,SIQ270100000001
78222302062,SIQ270100000001
64914800011,SIQ270100000001
1593684714,SIQ270100000001
1511,SIQ270100000001
60934100765,SIQ270100000001
60934100877,SIQ270100000001
60934100829,SIQ270100000001
65344317198,SIQ270100000001
64914800138,SIQ270100000001
65344314949,SIQ270100000001
1593687814,SIQ270100000001
1593633417,SIQ270100000001
65344314953,SIQ270100000001
64914800079,SIQ270100000001
64914800153,SIQ270100000001
1593695816,SIQ270100000001
64914800056,SIQ270100000001
65344314959,SIQ270100000001
1593630816,SIQ270100000001
64914800148,SIQ270100000001
64914800049,SIQ270100000001
1593680312,SIQ270100000001
65344316163,SIQ270100000001
64914800139,SIQ270100000001
60934100816,SIQ270100000001
65344317202,SIQ270100000001
60934100923,SIQ270100000001
60934100692,SIQ270100000001
64914800081,SIQ270100000001
65344316183,SIQ270100000001
64914800112,SIQ270100000001
64914800143,SIQ270100000001
64914800107,SIQ270100000001
1593635717,SIQ270100000001
1593684013,SIQ270100000001
65344313893,SIQ270100000001
64914800173,SIQ270100000001
76288500958,SIQ270100000001
65344315113,SIQ270100000001
1593631516,SIQ270100000001
1593685714,SIQ270100000001
1593694015,SIQ270100000001
1593680212,SIQ270100000001
65344317192,SIQ270100000001
79762000637,SIQ270100000001
1593634217,SIQ270100000001
64914800005,SIQ270100000001
64914800108,SIQ270100000001
1593691915,SIQ270100000001
64914800091,SIQ270100000001
1593690015,SIQ270100000001
65344315114,SIQ270100000001
64914800126,SIQ270100000001
64914800038,SIQ270100000001
64914800089,SIQ270100000001
64914800931,SIQ270100000001
65344317211,SIQ270100000001
64914800014,SIQ270100000001
1593683113,SIQ270100000001
64914800036,SIQ270100000001
78222302133,SIQ270100000001
64914800060,SIQ270100000001
64914800068,SIQ270100000001
65344316173,SIQ270100000001
64914800135,SIQ270100000001
79762000621,SIQ270100000001
79762000628,SIQ270100000001
64914800115,SIQ270100000001
64914800055,SIQ270100000001
64914800017,SIQ270100000001
1593687314,SIQ270100000001
64914800172,SIQ270100000001
1593690515,SIQ270100000001
64914800094,SIQ270100000001
64914800942,SIQ270100000001
64914800161,SIQ270100000001
64914800072,SIQ270100000001
64914800123,SIQ270100000001
64914800128,SIQ270100000001
1593681813,SIQ270100000001
79762000588,SIQ270100000001
1593683913,SIQ270100000001
64914800127,SIQ270100000001
64914800179,SIQ270100000001
78222302043,SIQ270100000001
1593682413,SIQ270100000001
1593681313,SIQ270100000001
1593683013,SIQ270100000001
79762000606,SIQ270100000001
64914800012,SIQ270100000001
1593631316,SIQ270100000001
65344315112,SIQ270100000001
1593631616,SIQ270100000001
65344317216,SIQ270100000001
1593691715,SIQ270100000001
64914800090,SIQ270100000001
64914800028,SIQ270100000001
1593635517,SIQ270100000001
78222302027,SIQ270100000001
64914800119,SIQ270100000001
1593689516,SIQ270100000001
64914800152,SIQ270100000001
65344313933,SIQ270100000001
65344314985,SIQ270100000001
1593688614,SIQ270100000001
79762000561,SIQ270100000001
64914800168,SIQ270100000001
64914800175,SIQ270100000001
64914800936,SIQ270100000001
64914800082,SIQ270100000001
64914800050,SIQ270100000001
1593694916,SIQ270100000001
65344316154,SIQ270100000001
64914800024,SIQ270100000001
1593693916,SIQ270100000001
79762000550,SIQ270100000001
64914800053,SIQ270100000001
1593689115,SIQ270100000001
1593630716,SIQ270100000001
1593632617,SIQ270100000001
1593694416,SIQ270100000001
64914800002,SIQ270100000001
1593635917,SIQ270100000001
1593692015,SIQ270100000001
64914800130,SIQ270100000001
64914800019,SIQ270100000001
65344316158,SIQ270100000001
64914800075,SIQ270100000001
1593693015,SIQ270100000001
78222302141,SIQ270100000001
64914800116,SIQ270100000001
1593675611,SIQ270100000001
64914800946,SIQ270100000001
64914800004,SIQ270100000001
64914800013,SIQ270100000001
64914800174,SIQ270100000001
1593687414,SIQ270100000001
64914800183,SIQ270100000001
1593684414,SIQ270100000001
64914800041,SIQ270100000001
76288500944,SIQ270100000001
64914800029,SIQ270100000001
64914800159,SIQ270100000001
1593631716,SIQ270100000001
78222302204,SIQ270100000001
64914800164,SIQ270100000001
1593687114,SIQ270100000001
78222302132,SIQ270100000001
1593685614,SIQ270100000001
1593687214,SIQ270100000001
76288500546,SIQ270100000001
64914800065,SIQ270100000001
78222302037,SIQ270100000001
65344316142,SIQ270100000001
64914800171,SIQ270100000001
64914800184,SIQ270100000001
1593635617,SIQ270100000001
78222302029,SIQ270100000001
64914800099,SIQ270100000001
64914800129,SIQ270100000001
1593635817,SIQ270100000001
1593691815,SIQ270100000001
76288500680,SIQ270100000001
79762000591,SIQ270100000001
76288500604,SIQ270100000001
1593692115,SIQ270100000001
78222302116,SIQ270100000001
1593634717,SIQ270100000001
64914800102,SIQ270100000001
1593686214,SIQ270100000001
60934100906,SIQ270100000001
64914800040,SIQ270100000001
64914800150,SIQ270100000001
64914800131,SIQ270100000001
65344316171,SIQ270100000001
78222302213,SIQ270100000001
65344314984,SIQ270100000001
64914800937,SIQ270100000001
78222302154,SIQ270100000001
64914800103,SIQ270100000001
65344316181,SIQ270100000001
60934100930,SIQ270100000001
64914800047,SIQ270100000001
78222302060,SIQ270100000001
79762000669,SIQ270100000001
64914800059,SIQ270100000001
76288500957,SIQ270100000001
76288500667,SIQ270100000001
65344314944,SIQ270100000001
65344316141,SIQ270100000001
64914800057,SIQ270100000001
1593688514,SIQ270100000001
65344317215,SIQ270100000001
1593666710,SIQ270100000001
76288500571,SIQ270100000001
64914800083,SIQ270100000001
64914800165,SIQ270100000001
1593631416,SIQ270100000001
76288500657,SIQ270100000001
64914800136,SIQ270100000001
64914800085,SIQ270100000001
1593683213,SIQ270100000001
65344313927,SIQ270100000001
76288500586,SIQ270100000001
78222302004,SIQ270100000001
64914800087,SIQ270100000001
64914800913,SIQ270100000001
1593695016,SIQ270100000001
1593633317,SIQ270100000001
64914800052,SIQ270100000001
65344317206,SIQ270100000001
64914800030,SIQ270100000001
1593630116,SIQ270100000001
64914800944,SIQ270100000001
64914800132,SIQ270100000001
65344314962,SIQ270100000001
78222302176,SIQ270100000001
65344316159,SIQ270100000001
78222302162,SIQ270100000001
65344315104,SIQ270100000001
65344316140,SIQ270100000001
1593633217,SIQ270100000001
79762000667,SIQ270100000001
64914800133,SIQ270100000001
78222302171,SIQ270100000001
64914800010,SIQ270100000001
60934100733,SIQ270100000001
60934100933,SIQ270100000001
1593683313,SIQ270100000001
64914800160,SIQ270100000001
1593692915,SIQ270100000001
1593630616,SIQ270100000001
65344314981,SIQ270100000001
76288500950,SIQ270100000001
64914800070,SIQ270100000001
64914800162,SIQ270100000001
65344317218,SIQ270100000001
64914800949,SIQ270100000001
76288500676,SIQ270100000001
78222302203,SIQ270100000001
65344315133,SIQ270100000001
64914800945,SIQ270100000001
65344317191,SIQ270100000001
64914800086,SIQ270100000001
65344315111,SIQ270100000001
78222302050,SIQ270100000001
76288500662,SIQ270100000001
60934100786,SIQ270100000001
64914800042,SIQ270100000001
64914800117,SIQ270100000001
65344315107,SIQ270100000001
60934100920,SIQ270100000001
78222302102,SIQ270100000001
1593688414,SIQ270100000001
64914800044,SIQ270100000001
65344316155,SIQ270100000001
65344315125,SIQ270100000001
64914800025,SIQ270100000001
78222302152,SIQ270100000001
64914800066,SIQ270100000001
65344315130,SIQ270100000001
78222302003,SIQ270100000001
64914800187,SIQ270100000001
64914800120,SIQ270100000001
64914800881,SIQ270100000001
65344317212,SIQ270100000001
1593636918,SIQ270100000001
64914800073,SIQ270100000001
64914800157,SIQ270100000001
64914800948,SIQ270100000001
64914800033,SIQ270100000001
78222302144,SIQ270100000001
64914800088,SIQ270100000001
64914800100,SIQ270100000001
64914800067,SIQ270100000001
78222302121,SIQ270100000001
64914800113,SIQ270100000001
64914800924,SIQ270100000001
64914800016,SIQ270100000001
79762000551,SIQ270100000001
64914800178,SIQ270100000001
65344314939,SIQ270100000001
79762000694,SIQ270100000001
64914800185,SIQ270100000001
60934100834,SIQ270100000001
1593680714,SIQ270100000001
65344314975,SIQ270100000001
78222302009,SIQ270100000001
65344314940,SIQ270100000001
